37, 6620
2289, 6397100
4540, 6398328
6792, 6399036
9047, 6400180
11300, 6401388
13552, 6402408
15805, 6403320
18052, 6404344
20303, 6405260
22555, 6406320
24804, 6407400
27055, 6408460
29306, 6409344
31557, 6410348
33810, 6412000
36065, 6412132
38323, 6424404
40583, 6875644
42846, 7268528
45108, 7268532
47370, 7268532
49631, 7268652
51896, 7270532
54166, 7585304
56441, 7967552
58725, 8472412
61008, 8708644
63290, 8708644
65572, 8708644
67853, 8708648
70141, 8849888
72431, 9186380
74723, 9558092
77020, 10120988
79316, 10159424
81614, 10159424
83912, 10159424
86216, 10159424
88521, 10391696
90830, 10749880
93141, 11211792
95455, 11615136
97768, 11615136
100079, 11615136
102387, 11615136
104705, 11711596
107026, 11993212
109350, 12399436
111681, 12915428
114010, 13074956
116344, 13074956
118675, 13074960
121008, 13074960
123342, 13275468
125681, 13619748
128028, 14031352
130369, 14517368
132717, 14517368
135065, 14517368
137413, 14517368
139768, 14569708
142125, 14848064
144477, 15223624
146844, 15741112
149206, 15957828
151568, 15957828
153927, 15957828
156289, 15957828
158657, 16153676
161026, 16512336
163384, 16936268
165759, 17429628
168134, 17429628
170506, 17429628
172884, 17429628
175265, 17508232
177643, 17791568
180024, 18182772
182419, 18692188
184812, 18886064
187207, 18886064
189602, 18886064
191680, 21996
